"ensembl.id" "symbol" "type"
"827" "ENSG00000184454" "NCMAP" "protein_coding"
"829" "ENSG00000239106" "Y_RNA" "misc_RNA"
"830" "ENSG00000133226" "SRRM1" "protein_coding"
"832" "ENSG00000169504" "CLIC4" "protein_coding"
"833" "ENSG00000238482" "RNU6-1208P" "snRNA"
"834" "ENSG00000020633" "RUNX3" "protein_coding"
"836" "ENSG00000229162" "RUNX3-AS1" "lncRNA"
"837" "ENSG00000261025" "ENSG00000261025" "lncRNA"
"838" "ENSG00000264371" "MIR4425" "miRNA"
"840" "ENSG00000233755" "ENSG00000233755" "lncRNA"
"843" "ENSG00000117614" "SYF2" "protein_coding"
"846" "ENSG00000117616" "RSRP1" "protein_coding"
"847" "ENSG00000272432" "ENSG00000272432" "lncRNA"
"849" "ENSG00000187010" "RHD" "protein_coding"
"852" "ENSG00000183726" "TMEM50A" "protein_coding"
"853" "ENSG00000188672" "RHCE" "protein_coding"
"855" "ENSG00000204178" "MACO1" "protein_coding"
"856" "ENSG00000157978" "LDLRAP1" "protein_coding"
"857" "ENSG00000225643" "ENSG00000225643" "lncRNA"
"858" "ENSG00000117643" "MAN1C1" "protein_coding"
"860" "ENSG00000162430" "SELENON" "protein_coding"
"863" "ENSG00000117640" "MTFR1L" "protein_coding"
"865" "ENSG00000127423" "AUNIP" "protein_coding"
"867" "ENSG00000182749" "PAQR7" "protein_coding"
"869" "ENSG00000117632" "STMN1" "protein_coding"
"871" "ENSG00000223624" "ENSG00000223624" "processed_pseudogene"
"873" "ENSG00000158006" "PAFAH2" "protein_coding"
"874" "ENSG00000207237" "RNU6-110P" "snRNA"
"877" "ENSG00000158008" "EXTL1" "protein_coding"
"878" "ENSG00000158014" "SLC30A2" "protein_coding"
"880" "ENSG00000158022" "TRIM63" "protein_coding"
"881" "ENSG00000175087" "PDIK1L" "protein_coding"
"882" "ENSG00000197245" "FAM110D" "protein_coding"
"884" "ENSG00000236782" "ZNF593OS" "protein_coding"
"885" "ENSG00000142684" "ZNF593" "protein_coding"
"886" "ENSG00000142675" "CNKSR1" "protein_coding"
"887" "ENSG00000188782" "CATSPER4" "protein_coding"
"890" "ENSG00000130695" "CEP85" "protein_coding"
"892" "ENSG00000142669" "SH3BGRL3" "protein_coding"
"893" "ENSG00000158062" "UBXN11" "protein_coding"
"894" "ENSG00000169442" "CD52" "protein_coding"
"895" "ENSG00000176092" "CRYBG2" "protein_coding"
"897" "ENSG00000176083" "ZNF683" "protein_coding"
"898" "ENSG00000131914" "LIN28A" "protein_coding"
"899" "ENSG00000117682" "DHDDS" "protein_coding"
"900" "ENSG00000223583" "ENSG00000223583" "processed_pseudogene"
"902" "ENSG00000198830" "HMGN2" "protein_coding"
"904" "ENSG00000117676" "RPS6KA1" "protein_coding"
"905" "ENSG00000238705" "MIR1976" "miRNA"
"907" "ENSG00000252802" "Y_RNA" "misc_RNA"
"908" "ENSG00000252429" "RNU7-29P" "snRNA"
"915" "ENSG00000117713" "ARID1A" "protein_coding"
"916" "ENSG00000060642" "PIGV" "protein_coding"
"917" "ENSG00000241188" "RN7SL165P" "misc_RNA"
"919" "ENSG00000204160" "ZDHHC18" "protein_coding"
"920" "ENSG00000175793" "SFN" "protein_coding"
"921" "ENSG00000142751" "GPN2" "protein_coding"
"924" "ENSG00000198746" "GPATCH3" "protein_coding"
"925" "ENSG00000090273" "NUDC" "protein_coding"
"926" "ENSG00000131910" "NR0B2" "protein_coding"
"927" "ENSG00000175707" "KDF1" "protein_coding"
"931" "ENSG00000253368" "TRNP1" "protein_coding"
"932" "ENSG00000158246" "TENT5B" "protein_coding"
"933" "ENSG00000090020" "SLC9A1" "protein_coding"
"937" "ENSG00000225990" "SNRPEP7" "processed_pseudogene"
"939" "ENSG00000142784" "WDTC1" "protein_coding"
"942" "ENSG00000186501" "TMEM222" "protein_coding"
"943" "ENSG00000206888" "RNU6-48P" "snRNA"
"945" "ENSG00000142765" "SYTL1" "protein_coding"
"946" "ENSG00000142733" "MAP3K6" "protein_coding"
"947" "ENSG00000142748" "FCN3" "protein_coding"
"948" "ENSG00000174950" "CD164L2" "protein_coding"
"950" "ENSG00000181773" "GPR3" "protein_coding"
"951" "ENSG00000158195" "WASF2" "protein_coding"
"952" "ENSG00000241169" "ENSG00000241169" "lncRNA"
"953" "ENSG00000237429" "ENSG00000237429" "lncRNA"
"954" "ENSG00000126705" "AHDC1" "protein_coding"
"955" "ENSG00000000938" "FGR" "protein_coding"
"957" "ENSG00000233975" "LINC02574" "lncRNA"
"958" "ENSG00000126709" "IFI6" "protein_coding"
"960" "ENSG00000206767" "RNU6-949P" "snRNA"
"962" "ENSG00000207095" "RNU6-424P" "snRNA"
"964" "ENSG00000009780" "FAM76A" "protein_coding"
"966" "ENSG00000230833" "RPEP3" "processed_pseudogene"
"967" "ENSG00000117758" "STX12" "protein_coding"
"970" "ENSG00000223062" "RNU6-1245P" "snRNA"
"972" "ENSG00000117751" "PPP1R8" "protein_coding"
"974" "ENSG00000130775" "THEMIS2" "protein_coding"
"975" "ENSG00000117748" "RPA2" "protein_coding"
"976" "ENSG00000130768" "SMPDL3B" "protein_coding"
"978" "ENSG00000158156" "XKR8" "protein_coding"
"979" "ENSG00000158161" "EYA3" "protein_coding"
"981" "ENSG00000240750" "RN7SL559P" "misc_RNA"
"986" "ENSG00000253005" "RNU6-176P" "snRNA"
"987" "ENSG00000169403" "PTAFR" "protein_coding"
"988" "ENSG00000126698" "DNAJC8" "protein_coding"
"990" "ENSG00000130770" "ATP5IF1" "protein_coding"
"992" "ENSG00000271398" "ENSG00000271398" "lncRNA"
"993" "ENSG00000130766" "SESN2" "protein_coding"
"994" "ENSG00000130772" "MED18" "protein_coding"
"995" "ENSG00000204138" "PHACTR4" "protein_coding"
"998" "ENSG00000221216" "RNU6ATAC27P" "snRNA"
"999" "ENSG00000180198" "RCC1" "protein_coding"
"1000" "ENSG00000242125" "SNHG3" "lncRNA"
"1005" "ENSG00000180098" "TRNAU1AP" "protein_coding"
"1007" "ENSG00000221539" "SNORD99" "snoRNA"
"1012" "ENSG00000120656" "TAF12" "protein_coding"
"1013" "ENSG00000188060" "RAB42" "protein_coding"
"1014" "ENSG00000229388" "TAF12-DT" "lncRNA"
"1015" "ENSG00000270103" "ENSG00000270103" "lncRNA"
"1017" "ENSG00000162419" "GMEB1" "protein_coding"
"1020" "ENSG00000198492" "YTHDF2" "protein_coding"
"1021" "ENSG00000116329" "OPRD1" "protein_coding"
"1024" "ENSG00000159023" "EPB41" "protein_coding"
"1028" "ENSG00000253304" "TMEM200B" "protein_coding"
"1029" "ENSG00000225750" "ENSG00000225750" "lncRNA"
"1030" "ENSG00000116350" "SRSF4" "protein_coding"
"1032" "ENSG00000116353" "MECR" "protein_coding"
"1034" "ENSG00000060656" "PTPRU" "protein_coding"
"1035" "ENSG00000230523" "LINC01756" "lncRNA"
"1036" "ENSG00000225011" "ENSG00000225011" "unprocessed_pseudogene"
"1037" "ENSG00000228176" "ENSG00000228176" "lncRNA"
"1040" "ENSG00000233399" "LINC01648" "lncRNA"
"1041" "ENSG00000233372" "ENSG00000233372" "lncRNA"
"1043" "ENSG00000236335" "ENSG00000236335" "lncRNA"
"1044" "ENSG00000231949" "ENSG00000231949" "lncRNA"
"1046" "ENSG00000162510" "MATN1" "protein_coding"
"1049" "ENSG00000162511" "LAPTM5" "protein_coding"
"1050" "ENSG00000264773" "MIR4420" "miRNA"
"1051" "ENSG00000229607" "ENSG00000229607" "lncRNA"
"1052" "ENSG00000223382" "LINC01778" "lncRNA"
"1055" "ENSG00000162512" "SDC3" "protein_coding"
"1057" "ENSG00000134644" "PUM1" "protein_coding"
"1058" "ENSG00000237329" "ENSG00000237329" "processed_pseudogene"
"1062" "ENSG00000084628" "NKAIN1" "protein_coding"
"1063" "ENSG00000060688" "SNRNP40" "protein_coding"
"1065" "ENSG00000121766" "ZCCHC17" "protein_coding"
"1067" "ENSG00000121769" "FABP3" "protein_coding"
"1068" "ENSG00000168528" "SERINC2" "protein_coding"
"1070" "ENSG00000206981" "RNU6-40P" "snRNA"
"1075" "ENSG00000142910" "TINAGL1" "protein_coding"
"1076" "ENSG00000121764" "HCRTR1" "protein_coding"
"1077" "ENSG00000162517" "PEF1" "protein_coding"
"1080" "ENSG00000084636" "COL16A1" "protein_coding"
"1081" "ENSG00000121753" "ADGRB2" "protein_coding"
"1082" "ENSG00000266580" "MIR4254" "miRNA"
"1084" "ENSG00000134668" "SPOCD1" "protein_coding"
"1085" "ENSG00000203620" "ENSG00000203620" "lncRNA"
"1086" "ENSG00000269967" "ENSG00000269967" "lncRNA"
"1087" "ENSG00000184007" "PTP4A2" "protein_coding"
"1089" "ENSG00000228634" "ENSG00000228634" "lncRNA"
"1091" "ENSG00000121774" "KHDRBS1" "protein_coding"
"1093" "ENSG00000121775" "TMEM39B" "protein_coding"
"1094" "ENSG00000266203" "MIR5585" "miRNA"
"1096" "ENSG00000025800" "KPNA6" "protein_coding"
"1098" "ENSG00000084652" "TXLNA" "protein_coding"
"1099" "ENSG00000160050" "CCDC28B" "protein_coding"
"1101" "ENSG00000160051" "IQCC" "protein_coding"
"1102" "ENSG00000222046" "DCDC2B" "protein_coding"
"1103" "ENSG00000160055" "TMEM234" "protein_coding"
"1104" "ENSG00000084623" "EIF3I" "protein_coding"
"1108" "ENSG00000183615" "FAM167B" "protein_coding"
"1109" "ENSG00000182866" "LCK" "protein_coding"
"1112" "ENSG00000116478" "HDAC1" "protein_coding"
"1113" "ENSG00000175130" "MARCKSL1" "protein_coding"
"1114" "ENSG00000233775" "ENSG00000233775" "lncRNA"
"1115" "ENSG00000162526" "TSSK3" "protein_coding"
"1116" "ENSG00000225828" "FAM229A" "protein_coding"
"1117" "ENSG00000160058" "BSDC1" "protein_coding"
"1118" "ENSG00000224333" "GAPDHP20" "processed_pseudogene"
"1120" "ENSG00000229259" "LRRC37A12P" "unprocessed_pseudogene"
"1123" "ENSG00000273274" "ZBTB8B" "protein_coding"
"1124" "ENSG00000160062" "ZBTB8A" "protein_coding"
"1125" "ENSG00000176261" "ZBTB8OS" "protein_coding"
"1127" "ENSG00000162521" "RBBP4" "protein_coding"
"1128" "ENSG00000162520" "SYNC" "protein_coding"
"1130" "ENSG00000162522" "KIAA1522" "protein_coding"
"1131" "ENSG00000134684" "YARS1" "protein_coding"
"1132" "ENSG00000116497" "S100PBP" "protein_coding"
"1133" "ENSG00000160097" "FNDC5" "protein_coding"
"1134" "ENSG00000121905" "HPCA" "protein_coding"
"1135" "ENSG00000121900" "TMEM54" "protein_coding"
"1137" "ENSG00000116514" "RNF19B" "protein_coding"
"1139" "ENSG00000217644" "ENSG00000217644" "processed_pseudogene"
"1142" "ENSG00000004455" "AK2" "protein_coding"
"1144" "ENSG00000142920" "AZIN2" "protein_coding"
"1146" "ENSG00000116525" "TRIM62" "protein_coding"
"1149" "ENSG00000160094" "ZNF362" "protein_coding"
"1150" "ENSG00000270115" "ENSG00000270115" "lncRNA"
"1151" "ENSG00000184389" "A3GALT2" "protein_coding"
"1153" "ENSG00000134686" "PHC2" "protein_coding"
"1158" "ENSG00000121903" "ZSCAN20" "protein_coding"
"1159" "ENSG00000235907" "ENSG00000235907" "processed_pseudogene"
"1160" "ENSG00000121904" "CSMD2" "protein_coding"
"1162" "ENSG00000176256" "HMGB4" "protein_coding"
"1165" "ENSG00000142698" "C1orf94" "protein_coding"
"1168" "ENSG00000207941" "MIR552" "miRNA"
"1169" "ENSG00000163866" "SMIM12" "protein_coding"
"1170" "ENSG00000189280" "GJB5" "protein_coding"
"1171" "ENSG00000189433" "GJB4" "protein_coding"
"1173" "ENSG00000188910" "GJB3" "protein_coding"
"1174" "ENSG00000187513" "GJA4" "protein_coding"
"1176" "ENSG00000116544" "DLGAP3" "protein_coding"
"1179" "ENSG00000243749" "TMEM35B" "protein_coding"
"1181" "ENSG00000163867" "ZMYM6" "protein_coding"
"1182" "ENSG00000197056" "ZMYM1" "protein_coding"
"1186" "ENSG00000116560" "SFPQ" "protein_coding"
"1188" "ENSG00000146463" "ZMYM4" "protein_coding"
"1193" "ENSG00000142687" "KIAA0319L" "protein_coding"
"1196" "ENSG00000020129" "NCDN" "protein_coding"
"1198" "ENSG00000116819" "TFAP2E" "protein_coding"
"1199" "ENSG00000126067" "PSMB2" "protein_coding"
"1200" "ENSG00000142686" "C1orf216" "protein_coding"
"1201" "ENSG00000092853" "CLSPN" "protein_coding"
"1202" "ENSG00000232335" "ENSG00000232335" "lncRNA"
"1203" "ENSG00000134698" "AGO4" "protein_coding"
"1204" "ENSG00000092847" "AGO1" "protein_coding"
"1207" "ENSG00000271914" "ENSG00000271914" "lncRNA"
"1208" "ENSG00000126070" "AGO3" "protein_coding"
"1210" "ENSG00000232862" "ENSG00000232862" "transcribed_processed_pseudogene"
"1211" "ENSG00000092850" "TEKT2" "protein_coding"
"1212" "ENSG00000116863" "ADPRS" "protein_coding"
"1213" "ENSG00000171812" "COL8A2" "protein_coding"
"1214" "ENSG00000054116" "TRAPPC3" "protein_coding"
"1215" "ENSG00000116871" "MAP7D1" "protein_coding"
"1217" "ENSG00000054118" "THRAP3" "protein_coding"
"1219" "ENSG00000214193" "SH3D21" "protein_coding"
"1220" "ENSG00000142694" "EVA1B" "protein_coding"
"1222" "ENSG00000196182" "STK40" "protein_coding"
"1223" "ENSG00000181817" "LSM10" "protein_coding"
"1224" "ENSG00000222821" "RNU4-27P" "snRNA"
"1225" "ENSG00000116885" "OSCP1" "protein_coding"
"1227" "ENSG00000116898" "MRPS15" "protein_coding"
"1228" "ENSG00000119535" "CSF3R" "protein_coding"
"1233" "ENSG00000163873" "GRIK3" "protein_coding"
"1235" "ENSG00000223944" "ENSG00000223944" "lncRNA"
"1236" "ENSG00000264698" "MIR4255" "miRNA"
"1237" "ENSG00000207328" "RNU6-636P" "snRNA"
"1241" "ENSG00000163874" "ZC3H12A" "protein_coding"
"1243" "ENSG00000163875" "MEAF6" "protein_coding"
"1244" "ENSG00000263675" "MIR5581" "miRNA"
"1245" "ENSG00000163877" "SNIP1" "protein_coding"
"1246" "ENSG00000232273" "FTH1P1" "processed_pseudogene"
"1248" "ENSG00000163879" "DNALI1" "protein_coding"
"1249" "ENSG00000134697" "GNL2" "protein_coding"
"1251" "ENSG00000169218" "RSPO1" "protein_coding"
"1252" "ENSG00000116922" "C1orf109" "protein_coding"
"1253" "ENSG00000134690" "CDCA8" "protein_coding"
"1254" "ENSG00000183317" "EPHA10" "protein_coding"
"1255" "ENSG00000200421" "Y_RNA" "misc_RNA"
"1258" "ENSG00000185090" "MANEAL" "protein_coding"
"1260" "ENSG00000196449" "YRDC" "protein_coding"
"1261" "ENSG00000197982" "C1orf122" "protein_coding"
"1262" "ENSG00000188786" "MTF1" "protein_coding"
"1265" "ENSG00000204084" "INPP5B" "protein_coding"
"1267" "ENSG00000222282" "RNU6-584P" "snRNA"
"1269" "ENSG00000183431" "SF3A3" "protein_coding"
"1270" "ENSG00000212541" "RNU6-510P" "snRNA"
"1271" "ENSG00000183386" "FHL3" "protein_coding"
"1272" "ENSG00000183520" "UTP11" "protein_coding"
"1273" "ENSG00000185668" "POU3F1" "protein_coding"
"1274" "ENSG00000224592" "MIR3659HG" "lncRNA"
"1276" "ENSG00000265596" "MIR3659" "miRNA"
"1280" "ENSG00000237290" "LINC01343" "lncRNA"
"1282" "ENSG00000200796" "RNU6-753P" "snRNA"
"1283" "ENSG00000238063" "LINC01685" "lncRNA"
"1286" "ENSG00000116954" "RRAGC" "protein_coding"
"1289" "ENSG00000214114" "MYCBP" "protein_coding"
"1291" "ENSG00000131233" "GJA9" "protein_coding"
"1292" "ENSG00000158315" "RHBDL2" "protein_coding"
"1293" "ENSG00000199963" "RNU6-605P" "snRNA"
"1296" "ENSG00000174574" "AKIRIN1" "protein_coding"
"1297" "ENSG00000168653" "NDUFS5" "protein_coding"
"1298" "ENSG00000127603" "MACF1" "protein_coding"
"1299" "ENSG00000206654" "RNU6-608P" "snRNA"
"1300" "ENSG00000222378" "RNA5SP44" "rRNA_pseudogene"
"1302" "ENSG00000226438" "ENSG00000226438" "lncRNA"
"1304" "ENSG00000183682" "BMP8A" "protein_coding"
"1308" "ENSG00000090621" "PABPC4" "protein_coding"
"1311" "ENSG00000163909" "HEYL" "protein_coding"
"1313" "ENSG00000116981" "NT5C1A" "protein_coding"
"1314" "ENSG00000116983" "HPCAL4" "protein_coding"
"1315" "ENSG00000084072" "PPIE" "protein_coding"
"1317" "ENSG00000252413" "RNU7-121P" "snRNA"
"1319" "ENSG00000116985" "BMP8B" "protein_coding"
"1320" "ENSG00000198754" "OXCT2" "protein_coding"
"1323" "ENSG00000229213" "ENSG00000229213" "unprocessed_pseudogene"
"1326" "ENSG00000043514" "TRIT1" "protein_coding"
"1328" "ENSG00000116990" "MYCL" "protein_coding"
"1331" "ENSG00000168389" "MFSD2A" "protein_coding"
"1333" "ENSG00000131236" "CAP1" "protein_coding"
"1334" "ENSG00000131238" "PPT1" "protein_coding"
"1336" "ENSG00000117000" "RLF" "protein_coding"
"1337" "ENSG00000207508" "RNU6-1237P" "snRNA"
"1338" "ENSG00000188800" "TMCO2" "protein_coding"
"1340" "ENSG00000084073" "ZMPSTE24" "protein_coding"
"1342" "ENSG00000049089" "COL9A2" "protein_coding"
"1344" "ENSG00000084070" "SMAP2" "protein_coding"
"1348" "ENSG00000187801" "ZFP69B" "protein_coding"
"1351" "ENSG00000187815" "ZFP69" "protein_coding"
"1353" "ENSG00000164002" "EXO5" "protein_coding"
"1354" "ENSG00000227278" "ENSG00000227278" "lncRNA"
"1356" "ENSG00000117010" "ZNF684" "protein_coding"
"1359" "ENSG00000233910" "GTF2F2P2" "processed_pseudogene"
"1360" "ENSG00000117016" "RIMS3" "protein_coding"
"1362" "ENSG00000237899" "ENSG00000237899" "lncRNA"
"1364" "ENSG00000066136" "NFYC" "protein_coding"
"1365" "ENSG00000198974" "MIR30E" "miRNA"
"1366" "ENSG00000207962" "MIR30C1" "miRNA"
"1367" "ENSG00000117013" "KCNQ4" "protein_coding"
"1369" "ENSG00000179862" "CITED4" "protein_coding"
"1374" "ENSG00000171793" "CTPS1" "protein_coding"
"1376" "ENSG00000171790" "SLFNL1" "protein_coding"
"1377" "ENSG00000010803" "SCMH1" "protein_coding"
"1380" "ENSG00000235358" "SCMH1-DT" "lncRNA"
"1384" "ENSG00000204060" "FOXO6" "protein_coding"
"1385" "ENSG00000229901" "FOXO6-AS1" "lncRNA"
"1387" "ENSG00000127129" "EDN2" "protein_coding"
"1388" "ENSG00000127124" "HIVEP3" "protein_coding"
"1390" "ENSG00000230638" "ENSG00000230638" "processed_pseudogene"
"1395" "ENSG00000044012" "GUCA2B" "protein_coding"
"1396" "ENSG00000197273" "GUCA2A" "protein_coding"
"1397" "ENSG00000198815" "FOXJ3" "protein_coding"
"1399" "ENSG00000177181" "RIMKLA" "protein_coding"
"1401" "ENSG00000066185" "ZMYND12" "protein_coding"
"1402" "ENSG00000127125" "PPCS" "protein_coding"
"1403" "ENSG00000186409" "CCDC30" "protein_coding"
"1406" "ENSG00000200254" "RNU6-536P" "snRNA"
"1408" "ENSG00000171960" "PPIH" "protein_coding"
"1410" "ENSG00000234917" "ENSG00000234917" "lncRNA"
"1411" "ENSG00000065978" "YBX1" "protein_coding"
"1412" "ENSG00000164007" "CLDN19" "protein_coding"
"1413" "ENSG00000117385" "P3H1" "protein_coding"
"1414" "ENSG00000164008" "C1orf50" "protein_coding"
"1418" "ENSG00000177868" "SVBP" "protein_coding"
"1419" "ENSG00000164010" "ERMAP" "protein_coding"
"1420" "ENSG00000228192" "ZNF691-DT" "lncRNA"
"1421" "ENSG00000164011" "ZNF691" "protein_coding"
"1422" "ENSG00000233708" "ENSG00000233708" "processed_pseudogene"
"1426" "ENSG00000117394" "SLC2A1" "protein_coding"
"1428" "ENSG00000227533" "SLC2A1-DT" "lncRNA"
"1430" "ENSG00000207256" "RNU6-880P" "snRNA"
"1433" "ENSG00000186973" "FAM183A" "protein_coding"
"1434" "ENSG00000117395" "EBNA1BP2" "protein_coding"
"1436" "ENSG00000243710" "CFAP57" "protein_coding"
"1438" "ENSG00000179178" "TMEM125" "protein_coding"
"1439" "ENSG00000253313" "C1orf210" "protein_coding"
"1440" "ENSG00000066056" "TIE1" "protein_coding"
"1441" "ENSG00000117400" "MPL" "protein_coding"
"1444" "ENSG00000117399" "CDC20" "protein_coding"
"1445" "ENSG00000066322" "ELOVL1" "protein_coding"
"1448" "ENSG00000159479" "MED8" "protein_coding"
"1450" "ENSG00000198198" "SZT2" "protein_coding"
"1453" "ENSG00000178922" "HYI" "protein_coding"
"1455" "ENSG00000142949" "PTPRF" "protein_coding"
"1456" "ENSG00000066135" "KDM4A" "protein_coding"
"1458" "ENSG00000236200" "KDM4A-AS1" "lncRNA"
"1459" "ENSG00000126091" "ST3GAL3" "protein_coding"
"1465" "ENSG00000117407" "ARTN" "protein_coding"
"1468" "ENSG00000117408" "IPO13" "protein_coding"
"1470" "ENSG00000132768" "DPH2" "protein_coding"
"1471" "ENSG00000117410" "ATP6V0B" "protein_coding"
"1472" "ENSG00000117411" "B4GALT2" "protein_coding"
"1473" "ENSG00000159214" "CCDC24" "protein_coding"
"1474" "ENSG00000196517" "SLC6A9" "protein_coding"
"1475" "ENSG00000230615" "ENSG00000230615" "lncRNA"
"1478" "ENSG00000239560" "RN7SL479P" "misc_RNA"
"1479" "ENSG00000171872" "KLF17" "protein_coding"
"1487" "ENSG00000178028" "DMAP1" "protein_coding"
"1488" "ENSG00000117419" "ERI3" "protein_coding"
"1490" "ENSG00000199385" "RNU6-369P" "snRNA"
"1491" "ENSG00000187147" "RNF220" "protein_coding"
"1492" "ENSG00000263381" "MIR5584" "miRNA"
"1493" "ENSG00000126106" "TMEM53" "protein_coding"
"1494" "ENSG00000198520" "ARMH1" "protein_coding"
"1495" "ENSG00000199377" "RNU5F-1" "snRNA"
"1496" "ENSG00000200169" "RNU5D-1" "snRNA"
"1497" "ENSG00000142945" "KIF2C" "protein_coding"
"1499" "ENSG00000142937" "RPS8" "protein_coding"
"1502" "ENSG00000202031" "SNORD38A" "snoRNA"
"1505" "ENSG00000234093" "RPS15AP11" "processed_pseudogene"
"1506" "ENSG00000142959" "BEST4" "protein_coding"
"1507" "ENSG00000173846" "PLK3" "protein_coding"
"1508" "ENSG00000188396" "DYNLT4" "protein_coding"
"1510" "ENSG00000222009" "BTBD19" "protein_coding"
"1511" "ENSG00000117425" "PTCH2" "protein_coding"
"1514" "ENSG00000070785" "EIF2B3" "protein_coding"
"1519" "ENSG00000126107" "HECTD3" "protein_coding"
"1520" "ENSG00000126088" "UROD" "protein_coding"
"1521" "ENSG00000162415" "ZSWIM5" "protein_coding"
"1524" "ENSG00000186603" "HPDL" "protein_coding"
"1525" "ENSG00000132781" "MUTYH" "protein_coding"
"1527" "ENSG00000132773" "TOE1" "protein_coding"
"1528" "ENSG00000070759" "TESK2" "protein_coding"
"1531" "ENSG00000132763" "MMACHC" "protein_coding"
"1532" "ENSG00000117450" "PRDX1" "protein_coding"
"1534" "ENSG00000117448" "AKR1A1" "protein_coding"
"1538" "ENSG00000132780" "NASP" "protein_coding"
"1541" "ENSG00000159588" "CCDC17" "protein_coding"
"1542" "ENSG00000159592" "GPBP1L1" "protein_coding"
"1544" "ENSG00000234329" "RPL7AP16" "processed_pseudogene"
"1545" "ENSG00000159596" "TMEM69" "protein_coding"
"1546" "ENSG00000197429" "IPP" "protein_coding"
"1549" "ENSG00000086015" "MAST2" "protein_coding"
"1551" "ENSG00000117461" "PIK3R3" "protein_coding"
"1556" "ENSG00000117472" "TSPAN1" "protein_coding"
"1557" "ENSG00000250719" "P3R3URF" "protein_coding"
"1558" "ENSG00000085998" "POMGNT1" "protein_coding"
"1559" "ENSG00000171357" "LURAP1" "protein_coding"
"1560" "ENSG00000085999" "RAD54L" "protein_coding"
"1561" "ENSG00000132128" "LRRC41" "protein_coding"
"1562" "ENSG00000173660" "UQCRH" "protein_coding"
"1563" "ENSG00000117481" "NSUN4" "protein_coding"
"1564" "ENSG00000225779" "ENSG00000225779" "processed_pseudogene"
"1565" "ENSG00000117480" "FAAH" "protein_coding"
"1569" "ENSG00000197587" "DMBX1" "protein_coding"
"1572" "ENSG00000162456" "KNCN" "protein_coding"
"1573" "ENSG00000079277" "MKNK1" "protein_coding"
"1574" "ENSG00000142961" "MOB3C" "protein_coding"
"1575" "ENSG00000123472" "ATPAF1" "protein_coding"
"1577" "ENSG00000186118" "TEX38" "protein_coding"
"1579" "ENSG00000159658" "EFCAB14" "protein_coding"
"1581" "ENSG00000142973" "CYP4B1" "protein_coding"
"1584" "ENSG00000238145" "TUBAP8" "processed_pseudogene"
"1585" "ENSG00000187048" "CYP4A11" "protein_coding"
